epoch,loss,val_loss
0,0.17818963527679443,0.16785235702991486
1,0.16457200050354004,0.15926693379878998
2,0.15725143253803253,0.15292537212371826
3,0.15125373005867004,0.1473241150379181
4,0.14571940898895264,0.14194424450397491
5,0.14034129679203033,0.13662035763263702
6,0.13482250273227692,0.1310291588306427
7,0.12910406291484833,0.12513867020606995
8,0.12324770539999008,0.11937202513217926
9,0.11758403480052948,0.11398620903491974
10,0.11228059232234955,0.10881614685058594
11,0.10723303258419037,0.10384447872638702
12,0.10244890302419662,0.09919288009405136
13,0.097979836165905,0.09488818049430847
14,0.09385959059000015,0.09087295085191727
15,0.09015695005655289,0.08743945509195328
16,0.08697313070297241,0.08466725796461105
17,0.0842997282743454,0.08225815743207932
18,0.08209807425737381,0.08029304444789886
19,0.08029463142156601,0.07872440665960312
20,0.07878004759550095,0.07742339372634888
21,0.07751355320215225,0.07630562782287598
22,0.07641687989234924,0.075337253510952
23,0.0754704475402832,0.07454335689544678
24,0.07461141049861908,0.0737549364566803
25,0.07379323244094849,0.07299834489822388
26,0.07301323860883713,0.07232094556093216
27,0.07223611325025558,0.07152365893125534
28,0.07145071774721146,0.07082652300596237
29,0.07066280394792557,0.07021873444318771
30,0.06990629434585571,0.06936542689800262
31,0.0691167488694191,0.06864140927791595
32,0.06835534423589706,0.06794068217277527
33,0.06760507076978683,0.06718151271343231
34,0.0668598935008049,0.06653231382369995
35,0.0661381259560585,0.06582233309745789
36,0.06541731208562851,0.0650649294257164
37,0.06470970809459686,0.06441831588745117
38,0.06402501463890076,0.06378930807113647
39,0.06333208084106445,0.06316593289375305
40,0.06266893446445465,0.06255963444709778
41,0.062010906636714935,0.061871837824583054
42,0.061354730278253555,0.06125625595450401
43,0.06068403273820877,0.060626111924648285
44,0.060039471834897995,0.05999276041984558
45,0.05940324813127518,0.059363458305597305
46,0.05876832827925682,0.05874941870570183
47,0.05816562473773956,0.05816655233502388
48,0.05756306275725365,0.057650744915008545
49,0.05699780210852623,0.057025544345378876
50,0.0564347580075264,0.05647435411810875
51,0.05587238073348999,0.05596531927585602
52,0.05535271763801575,0.055462636053562164
53,0.05481862649321556,0.054963141679763794
54,0.05432553216814995,0.05448594316840172
55,0.05382610484957695,0.05399516597390175
56,0.05336940288543701,0.05357727035880089
57,0.05291655287146568,0.05313359200954437
58,0.05248953774571419,0.052749939262866974
59,0.052062928676605225,0.052408549934625626
60,0.05166491121053696,0.05198828876018524
61,0.051271259784698486,0.051705919206142426
62,0.05089426413178444,0.051314081996679306
63,0.05053790286183357,0.05100446194410324
64,0.050220195204019547,0.05078236013650894
65,0.049900829792022705,0.05043438822031021
66,0.04961157962679863,0.05018264055252075
67,0.04932615906000137,0.04997759684920311
68,0.04907362908124924,0.04969748482108116
69,0.048815831542015076,0.04951835051178932
70,0.04859866201877594,0.04928019642829895
71,0.04837397113442421,0.04907728731632233
72,0.048152510076761246,0.04889348894357681
73,0.04795629531145096,0.0487535186111927
74,0.04775780439376831,0.04856739938259125
75,0.0475693941116333,0.04842493310570717
76,0.04739198833703995,0.048253078013658524
77,0.047226160764694214,0.04812869429588318
78,0.047073833644390106,0.047976575791835785
79,0.046906691044569016,0.047825079411268234
80,0.04676404967904091,0.047675542533397675
81,0.04663139581680298,0.04754692316055298
82,0.0464792437851429,0.04744846001267433
83,0.046338070183992386,0.047335006296634674
84,0.04621529206633568,0.04718850180506706
85,0.04609242454171181,0.047134313732385635
86,0.04598262161016464,0.04705783352255821
87,0.045864880084991455,0.04691491648554802
88,0.045750692486763,0.04689998924732208
89,0.04565730690956116,0.04671319201588631
90,0.045584190636873245,0.04667559638619423
91,0.04548942670226097,0.0466458722949028
92,0.04541858285665512,0.04654592648148537
93,0.04533008858561516,0.04643825814127922
94,0.04525893181562424,0.0464811846613884
95,0.04519679397344589,0.04638953134417534
96,0.045136742293834686,0.046332135796546936
97,0.04507683217525482,0.046268172562122345
98,0.04501516744494438,0.04617458954453468
99,0.04494346305727959,0.04616623744368553
100,0.04491172358393669,0.04613097757101059
101,0.044834598898887634,0.04603247717022896
102,0.04478512704372406,0.04599021375179291
103,0.04474814608693123,0.04598981887102127
104,0.04469878971576691,0.04599672555923462
105,0.04464220628142357,0.04588494822382927
106,0.044596705585718155,0.04589445888996124
107,0.04454835504293442,0.04582466557621956
108,0.04451167583465576,0.045764632523059845
109,0.044476307928562164,0.045746129006147385
110,0.04440826550126076,0.04568535089492798
111,0.04438177868723869,0.04564930871129036
112,0.044335704296827316,0.04565194249153137
113,0.04431374371051788,0.04557567834854126
114,0.04427337273955345,0.045544836670160294
115,0.04421386122703552,0.045530661940574646
116,0.04418233036994934,0.04548777639865875
117,0.04413917288184166,0.04542757570743561
118,0.04409846290946007,0.04540763422846794
119,0.0440475158393383,0.04543565213680267
120,0.044008731842041016,0.0453050434589386
121,0.0439845472574234,0.04534151032567024
122,0.0439252033829689,0.04530498757958412
123,0.043899424374103546,0.04529983550310135
124,0.043870385736227036,0.045178040862083435
125,0.04382775351405144,0.045123424381017685
126,0.04378748685121536,0.04513005539774895
127,0.043746378272771835,0.04512947425246239
128,0.04372730106115341,0.04504196345806122
129,0.043696824461221695,0.04503293335437775
130,0.04365314170718193,0.04508735239505768
131,0.04361072555184364,0.04495084285736084
132,0.04358239099383354,0.04491158947348595
133,0.04353979229927063,0.04493055120110512
134,0.043511878699064255,0.04485955461859703
135,0.043491292744874954,0.04484200477600098
136,0.04344857111573219,0.044886089861392975
137,0.043418582528829575,0.044869109988212585
138,0.04340064525604248,0.04478401690721512
139,0.04335145652294159,0.04474480822682381
140,0.04331861436367035,0.04467225447297096
141,0.043286897242069244,0.044698163866996765
142,0.043255362659692764,0.044646669179201126
143,0.043208878487348557,0.04462070018053055
144,0.04317446053028107,0.04462971165776253
145,0.043151188641786575,0.04459545388817787
146,0.043104138225317,0.04452268406748772
147,0.04307224601507187,0.044520024210214615
148,0.04303564131259918,0.04450515657663345
149,0.04300156980752945,0.0444733165204525
150,0.04297945275902748,0.04442789778113365
151,0.042946089059114456,0.04438256472349167
152,0.042887330055236816,0.04448390379548073
153,0.042868614196777344,0.0443292073905468
154,0.042818788439035416,0.04433479160070419
155,0.04277866333723068,0.04428795352578163
156,0.04276244342327118,0.044262271374464035
157,0.042703308165073395,0.04425320774316788
158,0.04267103224992752,0.044183481484651566
159,0.042640358209609985,0.0441906675696373
160,0.04258297011256218,0.044152505695819855
161,0.04255695641040802,0.044156599789857864
162,0.04252299293875694,0.04402235895395279
163,0.04246287792921066,0.044039368629455566
164,0.042433254420757294,0.04396817460656166
165,0.04238362982869148,0.04399149492383003
166,0.04234873875975609,0.043886780738830566
167,0.04229301959276199,0.043948445469141006
168,0.042259883135557175,0.043826568871736526
169,0.04221990332007408,0.04383685439825058
170,0.04217096045613289,0.04375447332859039
171,0.04212762042880058,0.04369748383760452
172,0.042072415351867676,0.04368636757135391
173,0.04203057289123535,0.04359668493270874
174,0.04198373854160309,0.043572764843702316
175,0.04193885624408722,0.04346740245819092
176,0.04187785089015961,0.043464869260787964
177,0.041833750903606415,0.04342367872595787
178,0.04178499057888985,0.043334852904081345
179,0.04173078015446663,0.043320734053850174
180,0.041692741215229034,0.04325827211141586
181,0.04163273796439171,0.043187689036130905
182,0.041589200496673584,0.04315825551748276
183,0.04152929410338402,0.04308290779590607
184,0.041460294276475906,0.04304307699203491
185,0.041420187801122665,0.042953010648489
186,0.04135318100452423,0.04296806827187538
187,0.04129166528582573,0.04287990555167198
188,0.04122878238558769,0.04275214672088623
189,0.04116405174136162,0.042698465287685394
190,0.041121821850538254,0.042652782052755356
191,0.04104573652148247,0.04263893514871597
192,0.040974486619234085,0.04254384711384773
193,0.04091387987136841,0.04242883250117302
194,0.04084332659840584,0.04236597195267677
195,0.040782880038022995,0.042291369289159775
