epoch,loss,val_loss
0,0.1395287960767746,0.0632212907075882
1,0.055503204464912415,0.05198062211275101
2,0.05005849525332451,0.04813547059893608
3,0.04517684876918793,0.04237433522939682
4,0.039660610258579254,0.0368451364338398
5,0.034174803644418716,0.03147289529442787
6,0.028873654082417488,0.026227978989481926
7,0.023830916732549667,0.021477218717336655
8,0.019448481500148773,0.017480796203017235
9,0.015909014269709587,0.0144255505874753
10,0.013190475292503834,0.01205295231193304
11,0.011028248816728592,0.010121246799826622
12,0.009250073693692684,0.008566182106733322
13,0.007818383164703846,0.00722776772454381
14,0.006690126843750477,0.006241613999009132
15,0.00578727200627327,0.005563109647482634
16,0.005056006833910942,0.0048247044906020164
17,0.004449076019227505,0.004293849226087332
18,0.003928185440599918,0.0037733123172074556
19,0.0034951972775161266,0.003375594038516283
20,0.0031131685245782137,0.0030481074936687946
21,0.0027840512339025736,0.0027630103286355734
22,0.0024930036161094904,0.0025134978350251913
23,0.0022334896493703127,0.0021986535284668207
24,0.002002237131819129,0.0019901320338249207
25,0.0018031660001724958,0.0017865642439574003
26,0.001622484065592289,0.0016330709913745522
27,0.001461267238482833,0.001475498196668923
28,0.0013204161077737808,0.0013440105831250548
29,0.0011992676882073283,0.0012072433019056916
30,0.0010861250339075923,0.0011073802597820759
31,0.0009895412949845195,0.0009986438089981675
32,0.0008985555614344776,0.0009363814606331289
33,0.0008201004238799214,0.0008677957812324166
34,0.0007462233188562095,0.0007665029261261225
35,0.0006815837696194649,0.0007129524019546807
36,0.0006225211545825005,0.0006595815648324788
37,0.0005726343370042741,0.0005970484926365316
38,0.0005246201762929559,0.0005724089569412172
39,0.000478917034342885,0.0005065500154159963
40,0.0004432357382029295,0.00045825523557141423
41,0.00040480808820575476,0.0004293075471650809
42,0.000373869261238724,0.0003873751265928149
43,0.0003428037161938846,0.00037782362778671086
44,0.0003172191500198096,0.00032860427745617926
45,0.00029334580176509917,0.00030014661024324596
46,0.00027089379727840424,0.0002878364466596395
47,0.0002515215310268104,0.0002613722754176706
48,0.0002322610089322552,0.0002408059372100979
49,0.00021603878121823072,0.00022678615641780198
50,0.00019993603928014636,0.0002117475523846224
51,0.00018656034080777317,0.00019284046720713377
52,0.00017280456086155027,0.0001767296198522672
53,0.00016184149717446417,0.00017185583419632167
54,0.0001501999795436859,0.00014910851314198226
55,0.00014038589142728597,0.00014484749408438802
56,0.00013194294297136366,0.00013289795606397092
57,0.00012287920981179923,0.00012538362352643162
58,0.00011439181253081188,0.00012100753519916907
59,0.00010725147876655683,0.00013105331163387746
60,0.00010006548109231517,0.00010797065624501556
61,9.443700400879607e-05,0.00012352647900115699
62,8.835251355776563e-05,0.0001014558583847247
63,8.309682016260922e-05,8.03312796051614e-05
64,7.70659462432377e-05,7.565875421278179e-05
65,7.338070281548426e-05,7.072585140122101e-05
66,6.881748413434252e-05,6.73451431794092e-05
67,6.479382864199579e-05,6.327599112410098e-05
68,6.107299122959375e-05,5.9593163314275444e-05
69,5.745964153902605e-05,6.562044291058555e-05
70,5.451844845083542e-05,5.5907021305756643e-05
71,5.141891961102374e-05,7.562067185062915e-05
72,4.9097026931121945e-05,5.327043982106261e-05
73,4.606744187185541e-05,4.683311635744758e-05
74,4.390619142213836e-05,4.488851118367165e-05
75,4.146698483964428e-05,4.3889864173252136e-05
76,3.929944432456978e-05,4.29994506703224e-05
77,3.752976772375405e-05,3.5934834158979356e-05
78,3.593556539271958e-05,3.398328408366069e-05
79,3.3814532798714936e-05,3.0905477615306154e-05
80,3.3035696105798706e-05,3.191061477991752e-05
81,3.065849159611389e-05,3.026234480785206e-05
82,2.951701571873855e-05,3.0491668439935893e-05
83,2.835801205947064e-05,2.624194348754827e-05
84,2.6233348762616515e-05,2.5515639208606444e-05
85,2.5939061742974445e-05,2.3496737412642688e-05
86,2.4554468836868182e-05,2.3124608560465276e-05
87,2.329994094907306e-05,2.0806965039810166e-05
88,2.2383228497346863e-05,2.5424051273148507e-05
89,2.1359111997298896e-05,2.4969891455839388e-05
90,2.030507857853081e-05,1.7755570297595114e-05
91,1.9628438167273998e-05,3.1978048355085775e-05
92,1.873104520200286e-05,1.8026867110165767e-05
93,1.7987847968470305e-05,1.7123551515396684e-05
94,1.721036278468091e-05,1.5677062037866563e-05
95,1.661054375290405e-05,1.58677084982628e-05
96,1.59037717821775e-05,1.5942649042699486e-05
97,1.5325260392273776e-05,1.3437724192044698e-05
98,1.4637422282248735e-05,1.3047285392531194e-05
99,1.437077207810944e-05,1.1565844033611938e-05
100,1.3302646948432084e-05,1.2013148079859093e-05
101,1.3071279681753367e-05,1.4204872968548443e-05
102,1.2843442164012231e-05,1.1402669770177454e-05
103,1.2265553777979221e-05,1.4130100680631585e-05
104,1.181124935101252e-05,9.595344636181835e-06
105,1.1078392162744422e-05,1.2178147699160036e-05
106,1.0978998034261167e-05,1.4085836482990999e-05
107,1.0673910765035544e-05,8.542046089132782e-06
108,1.0072149052575696e-05,1.0458339602337219e-05
109,9.664357094152365e-06,1.3034279618295841e-05
110,9.520718776911963e-06,9.406508979736827e-06
111,8.98617690836545e-06,7.20193020242732e-06
112,8.90832507138839e-06,9.064570804184768e-06
113,8.451102985418402e-06,7.296361673070351e-06
114,8.156605872500222e-06,8.040598004299682e-06
115,8.130909918691032e-06,6.544765710714273e-06
116,7.758661922707688e-06,1.0111640222021379e-05
117,7.505678240704583e-06,1.0262409887218382e-05
118,7.183611614891561e-06,7.084375738486415e-06
119,7.264325631695101e-06,5.410879111877875e-06
120,6.888660209369846e-06,1.0859769645321649e-05
121,6.540753020090051e-06,7.338740033446811e-06
122,6.535793090733932e-06,5.4819693104946055e-06
123,6.214377208380029e-06,5.099037934996886e-06
124,5.974761734250933e-06,6.1963814914633986e-06
125,5.867814252269454e-06,5.678096385963727e-06
126,5.876386694581015e-06,6.6254997364012524e-06
127,5.60110856895335e-06,7.033829206193332e-06
128,5.3389271670312155e-06,4.18037188865128e-06
129,5.2416057769733015e-06,4.194910616206471e-06
130,5.167806648387341e-06,6.095264325267635e-06
131,4.843869191972772e-06,1.2967912880412769e-05
132,4.806562628800748e-06,5.1714087021537125e-06
133,4.774184617417632e-06,4.163014637015294e-06
134,4.706791060016258e-06,5.294406037137378e-06
135,4.533739684120519e-06,3.7245006296870997e-06
136,4.344826720625861e-06,3.7361101021815557e-06
137,4.442787940206472e-06,3.767117959796451e-06
138,4.201438059681095e-06,3.3011938285198994e-06
139,4.040758994960925e-06,2.7851233426190447e-06
140,4.160865955782356e-06,3.5959985780209536e-06
141,3.99969167119707e-06,2.7868834422406508e-06
142,3.8046080135245575e-06,3.472318439889932e-06
143,3.715793354786001e-06,5.623240213026293e-06
144,3.6073520277568605e-06,3.7369529763964238e-06
145,3.4974209484062158e-06,2.7229971237829886e-06
146,3.5464781831251457e-06,3.4577394671941875e-06
147,3.377000211912673e-06,4.1453704398008995e-06
148,3.4179940939793596e-06,2.504159283489571e-06
149,3.364793201399152e-06,2.991911287608673e-06
150,3.2353830192732858e-06,2.245728637717548e-06
151,3.2049085803009802e-06,3.5499156183504965e-06
152,3.0317723940243013e-06,2.386200321780052e-06
153,2.949515192085528e-06,2.4172411485778866e-06
154,2.979974624395254e-06,4.271578745829174e-06
155,2.9364434794842964e-06,1.9476335637591546e-06
156,2.7932428565691225e-06,2.174930386900087e-06
157,2.872940285669756e-06,3.3310807339148596e-06
158,2.781601324386429e-06,3.0280552891781554e-06
159,2.6841400995181175e-06,4.130464731133543e-06
160,2.7096139092464e-06,6.971244602027582e-06
161,2.6195350528723793e-06,4.44239731223206e-06
162,2.675331870705122e-06,1.63100344252598e-06
163,2.590134954516543e-06,1.8658283806871623e-06
164,2.4747380393819185e-06,2.1241548893158324e-06
165,2.495901753718499e-06,2.2324948076857254e-06
166,2.4127102733473293e-06,2.2014467049302766e-06
167,2.5060667212528642e-06,1.878030957414012e-06
168,2.3010722998151323e-06,1.6832940445965505e-06
169,2.334571490791859e-06,4.931443072564434e-06
170,2.2667970824841177e-06,1.9564697595342295e-06
171,2.27588589041261e-06,2.201069946750067e-06
172,2.197309640905587e-06,4.155492661084281e-06
173,2.300985443071113e-06,1.4005159982843907e-06
174,2.2320814423437696e-06,1.5819196050870232e-06
175,2.0093959847145015e-06,1.9142128167004557e-06
176,2.1439204829221126e-06,1.298793790738273e-06
177,2.1578234736807644e-06,2.234110525023425e-06
178,2.0445927475520875e-06,2.101431164192036e-06
179,2.094891669912613e-06,2.682927743080654e-06
180,2.027213440669584e-06,1.330549139311188e-06
181,1.97098506760085e-06,1.929300424308167e-06
182,2.0651968952734023e-06,1.209571450999647e-06
183,1.954076424226514e-06,1.539198933642183e-06
184,2.024437662839773e-06,2.895543502745568e-06
185,1.8862277784137405e-06,1.1232662018301198e-06
186,1.9182105006620986e-06,1.4485783594864188e-06
187,1.8609465541885584e-06,2.067605237243697e-06
188,1.7800209661800181e-06,1.0219795285593136e-06
189,1.858968062151689e-06,1.679988031355606e-06
190,1.8112439192918828e-06,1.917702320497483e-06
191,1.7014172044582665e-06,1.2789479342245613e-06
192,1.7831367813414545e-06,9.933099818226765e-07
193,1.7894864186018822e-06,1.1722233921318548e-06
194,1.7319007383775897e-06,1.1386158575987793e-06
195,1.6712390333850635e-06,3.091791995757376e-06
196,1.664871319917438e-06,1.1930014807148837e-06
197,1.7241457044292474e-06,1.845854171733663e-06
198,1.6132509017552366e-06,1.8057022543871426e-06
199,1.627358642508625e-06,1.182933146992582e-06
200,1.7065660813386785e-06,1.7613325553611503e-06
201,1.6043661617004545e-06,2.012292043218622e-06
202,1.4699892290082062e-06,1.2438759995347937e-06
203,1.643568111830973e-06,3.750343239516951e-06
204,1.5446790939677157e-06,1.797174263629131e-06
205,1.5687786572016194e-06,2.3216268800752005e-06
206,1.705132035567658e-06,1.8376687194177066e-06
207,1.4693720231662155e-06,8.22863626126491e-07
208,1.6144201708812034e-06,1.4999940276538837e-06
209,1.441068093299691e-06,7.907048598099209e-07
210,1.642593701944861e-06,9.1500385224208e-07
211,1.3946406625109375e-06,1.5657493577236892e-06
212,1.5603443443978904e-06,8.2252387301196e-07
213,1.3881912082069903e-06,1.587271526659606e-06
214,1.4803621297687641e-06,9.91095930658048e-07
215,1.4793201899010455e-06,9.61450723480084e-07
216,1.4196513120623422e-06,8.475313961753272e-07
217,1.5086665143826394e-06,1.6549054180359235e-06
218,1.5171065115282545e-06,1.1051055253119557e-06
219,1.39184874115017e-06,1.9902256553905318e-06
220,1.4350642913996126e-06,1.080912511497445e-06
221,1.5030121858217171e-06,9.254405313185998e-07
222,1.4228058944354416e-06,9.358050192531664e-07
223,1.486549535911763e-06,1.1085065807492356e-06
224,1.3339706583792577e-06,2.586609753052471e-06
225,1.34534479911963e-06,7.551677754236152e-07
226,1.4466812672253582e-06,6.417058671104314e-07
227,1.3814282056046068e-06,4.341682597441832e-06
228,1.415076667399262e-06,1.2402991842463962e-06
229,1.3284029591886792e-06,1.3260316791274818e-06
230,1.389214730806998e-06,1.0242551979899872e-06
231,1.446946384930925e-06,2.6743377929960843e-06
232,1.2983665556021151e-06,1.6814162790979026e-06
233,1.315637064180919e-06,7.259078529386898e-07
234,1.351238552160794e-06,2.1725741135014687e-06
235,1.2992226174901589e-06,1.2339944532868685e-06
236,1.2542429885797901e-06,8.314518140650762e-07
237,1.3172115131965256e-06,8.866896905601607e-07
238,1.3324859082786134e-06,9.251641017726797e-07
239,1.295784841204295e-06,1.0651577895259834e-06
